User ID,Gender,Age,EstimatedSalary,Purchased
1150,Male,27,107876,0
1151,Male,32,15336,1
1152,Male,34,57933,0
1153,Female,57,60536,1
1154,Female,35,84504,1
1155,Female,26,114214,1
1156,Male,42,128936,1
1157,Female,57,31279,1
1158,Male,31,118751,1
1159,Female,42,119433,0
1160,Female,39,86386,1
1161,Female,47,101124,1
1162,Male,37,120750,1
1163,Female,38,92485,1
1164,Female,49,89055,1
1165,Male,38,106911,0
1166,Female,52,113618,1
1167,Male,49,128892,1
1168,Female,47,86128,0
1169,Male,56,67495,1
1170,Male,29,97806,0
1171,Female,58,108185,0
1172,Male,35,64649,0
1173,Male,38,110402,1
1174,Male,30,45676,0
1175,Male,38,79093,0
1176,Male,25,94414,0
1177,Male,57,108095,0
1178,Female,24,87307,0
1179,Male,40,110432,1
1180,Male,49,46923,1
1181,Female,28,132449,0
1182,Female,39,62574,0
1183,Female,39,136757,1
1184,Female,60,68664,0
1185,Female,42,82384,0
1186,Female,39,46027,1
1187,Female,45,49485,1
1188,Male,46,50554,1
1189,Male,30,61922,0
1190,Female,35,28409,0
1191,Male,19,51639,0
1192,Male,46,34692,1
1193,Male,38,104037,0
1194,Female,32,33074,0
1195,Female,44,44963,0
1196,Male,48,67265,1
1197,Female,32,31061,0
1198,Male,40,128502,1
1199,Male,41,37800,0
1200,Male,30,131192,0
1201,Male,39,122228,1
1202,Female,60,43054,0
1203,Female,54,28233,1
1204,Female,50,80727,0
1205,Male,20,105610,0
1206,Female,36,85453,1
1207,Male,40,119135,1
1208,Female,46,123464,1
1209,Male,47,28682,0
1210,Male,56,73160,1
1211,Male,42,38666,1
1212,Female,54,73817,1
1213,Female,25,106198,1
1214,Female,59,56830,0
1215,Female,33,25234,0
1216,Male,25,72616,0
1217,Female,18,24221,0
1218,Female,22,16051,0
1219,Male,20,125529,1
1220,Male,18,91918,1
1221,Male,21,93116,1
1222,Female,57,137226,1
1223,Male,52,59757,1
1224,Male,49,136008,1
1225,Male,59,146379,1
1226,Female,51,71889,0
1227,Male,60,50944,0
1228,Female,42,114555,1
1229,Female,27,53134,1
1230,Male,38,40954,0
1231,Male,56,104959,0
1232,Female,44,19992,1
1233,Male,44,16961,0
1234,Male,19,27497,0
1235,Female,58,28255,1
1236,Female,30,63847,1
1237,Male,26,35389,0
1238,Female,53,138802,1
1239,Male,39,76576,0
1240,Male,59,58919,1
1241,Male,43,18358,1
1242,Female,29,103535,0
1243,Male,34,120982,0
1244,Male,31,20698,0
1245,Male,31,81809,1
1246,Female,51,108079,1
1247,Female,37,70805,0
1248,Female,28,90033,1
1249,Female,33,113239,1
1250,Female,48,145407,1
1251,Male,23,59041,0
1252,Female,36,46954,0
1253,Female,54,23002,1
1254,Female,21,84783,0
1255,Male,21,122524,0
1256,Female,37,139857,1
1257,Female,27,34738,0
1258,Male,41,25703,0
1259,Female,52,128776,1
1260,Male,43,59724,0
1261,Male,54,47299,1
1262,Male,55,30641,1
1263,Male,38,94534,0
1264,Male,57,21305,0
1265,Female,56,33782,0
1266,Male,38,93257,1
1267,Male,27,92963,0
1268,Female,55,136987,1
1269,Male,21,139591,1
1270,Female,37,82766,0
1271,Female,34,21511,0
1272,Female,24,129816,1
1273,Male,21,19765,0
1274,Male,46,38929,0
1275,Male,31,126576,1
1276,Female,20,86088,0
1277,Male,41,92525,1
1278,Male,54,28780,0
1279,Male,33,21589,0
1280,Female,21,108664,0
1281,Female,41,119188,1
1282,Male,51,108326,1
1283,Male,47,55953,1
1284,Male,35,80785,0
1285,Male,36,34309,0
1286,Female,48,69195,0
1287,Female,36,40901,0
1288,Female,36,40464,0
1289,Female,39,31260,1
1290,Male,41,139997,0
1291,Male,29,50440,0
1292,Male,47,110082,1
1293,Female,55,120583,1
1294,Male,48,71683,1
1295,Female,53,139206,1
1296,Female,36,148059,1
1297,Male,53,93484,1
1298,Male,47,83309,0
1299,Male,50,60927,0
1300,Female,35,57946,0
1301,Male,45,141503,1
1302,Female,28,68592,0
1303,Male,50,48776,1
1304,Female,34,149855,1
1305,Female,23,70798,0
1306,Male,21,85204,0
1307,Female,37,101207,1
1308,Female,44,115356,1
1309,Male,32,75652,1
1310,Female,23,144572,0
1311,Male,31,35922,0
1312,Female,28,91996,0
1313,Male,56,45266,0
1314,Male,26,17866,0
1315,Female,43,127669,0
1316,Female,33,20898,1
1317,Female,22,33395,0
1318,Female,27,19006,0
1319,Female,20,25956,0
1320,Male,30,110676,0
1321,Female,60,136724,1
1322,Male,47,77901,1
1323,Male,23,122227,1
1324,Female,34,132192,0
1325,Male,36,46417,0
1326,Male,59,103020,1
1327,Male,52,98639,1
1328,Male,43,109881,1
1329,Female,22,147659,1
1330,Male,46,136688,1
1331,Female,54,130584,1
1332,Female,37,101567,0
1333,Male,38,90886,1
1334,Female,27,44432,0
1335,Female,22,87373,1
1336,Female,53,35884,0
1337,Male,23,20454,0
1338,Female,43,89960,0
1339,Female,21,117421,0
1340,Female,56,58618,1
1341,Male,56,62111,1
1342,Female,52,135592,1
1343,Male,18,74993,0
1344,Male,41,143652,1
1345,Male,53,93672,0
1346,Male,23,81125,1
1347,Male,58,132509,1
1348,Male,48,76602,1
1349,Female,37,57222,0
1350,Male,41,64223,0
1351,Female,42,80333,0
1352,Female,53,137650,1
1353,Male,38,64420,1
1354,Female,47,90504,1
1355,Female,41,17462,0
1356,Female,59,24460,0
1357,Female,47,114319,1
1358,Male,39,144593,1
1359,Female,45,137672,0
1360,Male,24,87920,0
1361,Female,52,37553,1
1362,Female,45,59036,0
1363,Male,31,85021,0
1364,Female,27,122205,0
1365,Female,33,103209,1
1366,Female,33,90139,0
1367,Male,48,20368,0
1368,Female,59,73829,0
1369,Male,42,144036,1
1370,Female,30,29719,0
1371,Male,23,44227,1
1372,Male,26,124430,0
1373,Female,53,27306,1
1374,Female,60,68822,1
1375,Male,37,39042,1
1376,Male,35,104424,1
1377,Female,60,33019,1
1378,Male,38,90426,1
1379,Female,21,55863,0
1380,Female,50,126023,1
1381,Female,44,61999,0
1382,Female,24,77780,0
1383,Male,23,37908,0
1384,Female,32,141278,1
1385,Male,35,128002,0
1386,Female,49,115706,0
1387,Male,28,137019,1
1388,Female,37,124708,0
1389,Male,41,24343,0
1390,Male,32,91173,0
1391,Female,24,115260,1
1392,Female,38,84443,1
1393,Female,59,72530,0
1394,Female,43,111143,1
1395,Male,31,129527,1
1396,Female,54,126362,1
1397,Male,38,43807,0
1398,Male,35,74550,1
1399,Female,22,18558,0
1400,Male,20,65113,0
1401,Male,40,67999,1
1402,Male,43,73219,0
1403,Male,54,68218,0
1404,Female,41,34229,0
1405,Female,36,90209,1
1406,Female,42,42877,0
1407,Female,38,112137,1
1408,Male,29,53084,0
1409,Male,58,96780,1
1410,Female,50,52034,1
1411,Female,21,70468,1
1412,Female,59,25589,0
1413,Male,24,72221,0
1414,Female,39,16657,0
1415,Female,50,113300,1
1416,Female,34,132229,1
1417,Male,41,54531,1
1418,Male,51,67227,0
1419,Male,45,18164,0
1420,Male,60,108078,1
1421,Male,58,56247,1
1422,Male,56,65599,1
1423,Male,39,83207,0
1424,Male,34,87055,1
1425,Female,51,117266,1
1426,Female,23,93270,0
1427,Male,23,126426,0
1428,Male,51,149794,1
1429,Female,18,85442,0
1430,Male,27,110632,1
1431,Male,38,36438,0
1432,Male,22,73819,1
1433,Female,19,58856,0
1434,Female,39,56938,0
1435,Female,19,74807,1
1436,Female,27,64877,0
1437,Female,51,58461,0
1438,Male,33,108474,1
1439,Female,56,98136,1
1440,Male,39,35435,1
1441,Male,29,99726,0
1442,Female,41,69786,0
1443,Female,57,28704,0
1444,Male,55,71635,1
1445,Male,27,148195,1
1446,Male,52,105710,0
1447,Female,49,77993,0
1448,Female,24,127752,0
1449,Female,38,147886,1
1450,Female,37,93537,1
1451,Female,43,65258,0
1452,Male,21,100166,1
1453,Female,39,128710,1
1454,Male,32,50699,0
1455,Male,57,61335,0
1456,Male,38,61806,0
1457,Female,32,92853,0
1458,Female,39,50739,1
1459,Female,45,49785,1
1460,Male,31,100016,1
1461,Male,44,147681,1
1462,Male,58,81253,0
1463,Male,57,106128,1
1464,Male,45,142581,1
1465,Male,43,125966,1
1466,Female,19,114352,0
1467,Female,42,92154,1
1468,Female,20,123297,1
1469,Female,25,53346,0
1470,Male,50,127138,1
1471,Male,59,65772,0
1472,Female,52,55149,0
1473,Male,23,101700,1
1474,Female,56,111758,1
1475,Female,40,143447,1
1476,Female,42,20695,0
1477,Male,60,54169,0
1478,Female,36,62947,0
1479,Female,22,60865,0
1480,Female,28,119501,0
1481,Male,29,75410,0
1482,Male,27,118754,1
1483,Female,25,105895,1
1484,Male,41,65705,1
1485,Male,45,130700,1
1486,Male,58,88914,0
1487,Male,53,16881,0
1488,Male,54,62365,0
1489,Male,38,94211,1
1490,Male,25,56198,0
1491,Male,26,115649,0
1492,Male,32,54553,1
1493,Male,57,137778,1
1494,Female,35,132018,1
1495,Female,59,47766,1
1496,Male,37,47006,1
1497,Female,23,46422,0
1498,Female,29,131590,1
1499,Male,19,27205,0
1500,Male,24,131477,1
1501,Male,33,43202,0
1502,Female,20,76692,0
1503,Female,20,35855,0
1504,Male,44,40095,0
1505,Male,60,64241,0
1506,Male,57,118119,1
1507,Female,55,67003,1
1508,Female,50,109837,0
1509,Female,45,109283,1
1510,Female,18,138805,0
1511,Male,25,108846,0
1512,Male,54,37927,1
1513,Male,49,135589,1
1514,Male,60,130657,0
1515,Female,54,81630,1
1516,Female,21,119428,0
1517,Male,47,137035,0
1518,Male,23,141244,1
1519,Female,36,84518,0
1520,Male,49,96326,1
1521,Female,26,135243,0
1522,Male,29,27748,0
1523,Male,28,149164,1
1524,Male,33,68311,0
1525,Male,18,37692,0
1526,Male,38,139954,0
1527,Male,47,145035,0
1528,Male,30,94507,1
1529,Female,51,95152,0
1530,Female,21,19926,0
1531,Female,45,18969,0
1532,Female,55,50733,0
1533,Female,48,84855,1
1534,Male,44,56743,0
1535,Male,22,145193,0
1536,Female,42,122445,1
1537,Male,20,35323,0
1538,Female,50,31428,0
1539,Female,21,49578,0
1540,Male,42,101486,1
1541,Male,37,79140,1
1542,Male,51,122325,1
1543,Female,43,98829,1
1544,Male,22,21364,0
1545,Female,52,143867,1
1546,Female,45,146763,1
1547,Female,46,110598,1
1548,Male,26,72062,1
1549,Male,55,103302,1
1550,Female,23,78928,1
1551,Male,36,56347,1
1552,Male,28,18121,0
1553,Male,19,98793,1
1554,Female,26,43164,1
1555,Female,38,40491,0
1556,Male,41,74222,0
1557,Female,51,18748,0
1558,Male,39,41553,1
1559,Male,20,131547,0
1560,Male,29,75380,1
1561,Male,45,59331,0
1562,Female,47,135617,1
1563,Female,43,54560,0
1564,Female,38,68865,0
1565,Male,45,90910,0
1566,Male,43,92986,0
1567,Male,50,25068,1
1568,Female,38,69460,1
1569,Male,52,115766,1
1570,Female,51,61418,1
1571,Female,58,41206,0
1572,Female,35,143180,0
1573,Female,28,15287,0
1574,Female,40,37337,0
1575,Female,39,147233,1
1576,Male,34,115667,1
1577,Male,22,105071,0
1578,Female,28,113064,1
1579,Female,47,121511,1
1580,Male,32,18178,0
1581,Female,44,46831,1
1582,Female,52,148248,1
1583,Male,50,118306,1
1584,Female,37,127025,1
1585,Female,33,105417,1
1586,Female,51,26984,0
1587,Male,19,104312,0
1588,Male,52,98291,1
1589,Male,57,22135,0
1590,Female,45,15320,1
1591,Female,56,103774,1
1592,Male,23,113071,1
1593,Female,26,124863,1
1594,Female,37,56777,0
1595,Female,18,61250,0
1596,Female,25,88034,0
1597,Female,40,119940,0
1598,Male,20,55130,0
1599,Female,21,148609,0
1600,Male,42,30216,1
1601,Female,55,99149,1
1602,Male,32,18009,0
1603,Female,38,104904,1
1604,Male,52,30029,1
1605,Female,31,117171,0
1606,Male,53,129456,1
1607,Female,29,77559,1
1608,Male,34,79892,0
1609,Female,56,85409,1
1610,Male,26,48065,0
1611,Male,52,135544,1
1612,Female,30,122340,0
1613,Female,32,48783,0
1614,Male,35,49152,0
1615,Female,50,73741,1
1616,Male,23,122049,0
1617,Male,44,44092,0
1618,Male,40,101483,1
1619,Female,44,136585,1
1620,Male,51,74754,1
1621,Male,55,102592,1
1622,Female,31,109543,0
1623,Female,53,58169,1
1624,Female,25,69745,0
1625,Female,52,125168,1
1626,Male,36,128985,1
1627,Male,47,20543,0
1628,Male,31,36067,0
1629,Male,37,66033,1
1630,Female,42,60256,1
1631,Male,57,101803,1
1632,Male,41,133843,1
1633,Female,31,43992,1
1634,Male,43,63803,1
1635,Male,55,124975,1
1636,Male,40,41270,1
1637,Male,39,22452,0
1638,Male,36,56486,0
1639,Male,20,29859,0
1640,Female,59,47083,1
1641,Female,36,82708,0
1642,Male,26,126462,1
1643,Male,45,108076,1
1644,Female,37,34053,0
1645,Male,24,104745,1
1646,Male,31,84517,1
1647,Male,26,94267,0
1648,Female,36,95077,1
1649,Male,31,91623,0
1650,Female,55,146004,1
1651,Male,53,68687,1
1652,Female,57,83312,1
1653,Female,34,122615,1
1654,Male,47,145976,1
1655,Female,26,42564,0
1656,Male,50,43835,0
1657,Female,42,22697,0
1658,Male,31,95165,0
1659,Male,28,72823,1
1660,Female,52,24615,1
1661,Male,58,145499,1
1662,Male,31,91436,1
1663,Female,47,135562,1
1664,Male,58,86117,1
1665,Male,21,49782,0
1666,Female,21,93533,0
1667,Female,45,87684,0
1668,Male,25,94558,0
1669,Male,19,96422,0
1670,Female,58,21638,1
1671,Female,39,52419,1
1672,Male,58,48377,0
1673,Female,33,121244,1
1674,Male,46,38382,1
1675,Male,47,82789,1
1676,Male,29,125634,1
1677,Male,52,146936,0
1678,Male,28,114572,0
1679,Female,38,138664,1
1680,Female,38,125674,0
1681,Female,22,118533,0
1682,Female,37,96845,1
1683,Male,54,84590,1
1684,Male,20,142775,0
1685,Male,50,81471,1
1686,Male,26,58298,0
1687,Female,26,63924,0
1688,Male,21,24726,0
1689,Male,52,55542,0
1690,Female,34,49753,0
1691,Female,51,94788,1
1692,Female,41,36316,1
1693,Female,49,99698,0
1694,Male,18,30960,0
1695,Male,25,45791,0
1696,Female,40,40216,1
1697,Male,57,79427,1
1698,Male,29,127470,0
1699,Male,29,88290,1
1700,Female,32,62014,0
1701,Male,58,65519,1
1702,Female,36,19042,0
1703,Male,43,64052,1
1704,Male,46,29389,0
1705,Male,39,110961,1
1706,Female,57,83111,1
1707,Male,38,120058,1
1708,Female,55,108715,1
1709,Female,37,65733,0
1710,Female,46,49754,1
1711,Male,21,100886,0
1712,Male,24,104524,1
1713,Male,45,96006,1
1714,Male,45,39704,0
1715,Female,21,109913,1
1716,Female,39,109108,1
1717,Female,29,22493,0
1718,Male,20,84639,0
1719,Female,39,69383,0
1720,Male,19,149066,1
1721,Female,41,62234,0
1722,Male,51,143674,1
1723,Male,44,20594,0
1724,Female,58,22371,0
1725,Female,18,62315,0
1726,Female,25,142251,1
1727,Female,40,94526,1
1728,Male,55,101005,0
1729,Female,23,120573,1
1730,Female,39,72514,1
1731,Female,42,90986,1
1732,Male,35,100959,0
1733,Male,34,17035,0
1734,Female,29,124767,0
1735,Male,23,32241,0
1736,Female,43,67975,0
1737,Male,44,71396,1
1738,Male,25,133920,1
1739,Male,36,101226,1
1740,Male,59,99719,0
1741,Female,18,78014,1
1742,Female,46,54346,0
1743,Female,52,85411,1
1744,Male,57,91441,0
1745,Female,31,61121,1
1746,Female,52,75197,0
1747,Female,37,99577,0
1748,Male,30,109634,1
1749,Male,55,115211,0
1750,Male,25,16466,0
1751,Female,60,45771,1
1752,Female,37,98886,1
1753,Female,50,80911,1
1754,Male,43,103422,1
1755,Male,56,88369,0
1756,Female,38,16893,0
1757,Male,59,45573,1
1758,Male,60,111907,1
1759,Male,58,114956,1
1760,Male,26,133580,1
1761,Female,41,106404,1
1762,Male,54,72724,0
1763,Male,58,101133,1
1764,Male,34,30989,0
1765,Male,41,43931,0
1766,Female,38,24290,0
1767,Female,56,136136,1
1768,Male,58,94878,1
1769,Male,56,105477,1
1770,Male,30,141299,0
1771,Male,28,120686,1
1772,Male,36,122286,1
1773,Male,28,55475,0
1774,Female,30,97666,0
1775,Male,18,111622,1
1776,Female,57,122573,1
1777,Female,36,61546,0
1778,Male,29,22008,0
1779,Female,25,63291,0
1780,Female,25,51386,0
1781,Female,29,105909,1
1782,Female,50,48040,0
1783,Female,43,75354,1
1784,Female,56,93543,1
1785,Male,45,33157,0
1786,Female,22,50315,1
1787,Female,25,50932,0
1788,Female,42,128880,1
1789,Male,44,147018,1
1790,Female,40,29693,0
1791,Male,47,42241,0
1792,Female,40,130194,0
1793,Male,37,110790,0
1794,Male,35,87255,1
1795,Female,35,26350,1
1796,Female,19,71809,0
1797,Male,21,116894,1
1798,Female,47,112557,1
1799,Male,50,46728,0
1800,Male,53,32576,1
1801,Male,35,98384,1
1802,Male,54,15390,1
1803,Male,36,60436,0
1804,Female,45,26569,1
1805,Male,57,37490,1
1806,Male,37,60875,1
1807,Female,50,20867,0
1808,Male,29,95820,0
1809,Female,32,114515,0
1810,Female,58,24121,1
1811,Female,56,16539,1
1812,Male,19,142402,0
1813,Male,46,89229,0
1814,Male,58,65435,0
1815,Female,27,78965,0
1816,Male,19,126048,0
1817,Female,28,111444,1
1818,Male,30,84922,0
1819,Female,27,112799,1
1820,Male,31,108948,1
1821,Male,35,23947,0
1822,Male,26,63785,0
1823,Female,56,134963,1
1824,Female,45,15507,0
1825,Male,20,26618,0
1826,Male,37,89286,0
1827,Female,23,31122,1
1828,Female,44,124598,1
1829,Female,19,101436,1
1830,Male,46,43633,1
1831,Female,55,39495,0
1832,Male,20,79550,0
1833,Female,33,51483,1
1834,Male,47,128181,1
1835,Female,57,49069,1
1836,Female,19,134873,0
1837,Female,34,131843,1
1838,Female,58,86947,1
1839,Female,29,110761,1
1840,Male,52,128753,1
1841,Female,60,146764,1
1842,Female,18,43926,0
1843,Female,32,114782,1
1844,Male,43,119700,1
1845,Female,54,88984,0
1846,Male,38,64593,1
1847,Female,48,90609,1
1848,Female,42,20209,0
1849,Male,40,141700,1
1850,Female,41,101597,1
1851,Male,55,22211,0
1852,Male,45,24927,0
1853,Female,38,132333,1
1854,Male,60,91382,1
1855,Female,35,118780,0
1856,Female,53,55696,0
1857,Male,52,82616,1
1858,Male,26,65013,0
1859,Male,55,64556,1
1860,Male,47,138723,1
1861,Female,51,41140,1
1862,Female,49,16184,0
1863,Male,20,126361,0
1864,Female,20,20606,0
1865,Female,45,31555,0
1866,Female,32,105385,0
1867,Female,58,73502,1
1868,Male,40,118844,1
1869,Male,57,106321,1
1870,Female,28,64056,0
1871,Male,49,113234,1
1872,Male,53,56850,1
1873,Male,50,42843,1
1874,Female,41,77320,1
1875,Female,56,44793,1
1876,Female,51,34627,0
1877,Male,45,76822,0
1878,Female,54,70798,0
1879,Female,24,90318,1
1880,Male,21,119186,1
1881,Female,54,102902,0
1882,Female,18,86334,0
1883,Male,18,121719,1
1884,Male,37,138099,1
1885,Male,36,27720,1
1886,Female,46,72608,1
1887,Female,27,122449,1
1888,Female,35,117828,1
1889,Male,45,141613,1
1890,Male,52,87095,1
1891,Female,60,120924,1
1892,Female,48,111452,0
1893,Male,44,102593,0
1894,Male,28,121975,1
1895,Male,55,92242,1
1896,Male,22,131041,0
1897,Female,25,141202,0
1898,Male,51,92606,1
1899,Female,29,138769,1
1900,Female,55,133542,1
1901,Female,18,121438,1
1902,Male,48,15924,0
1903,Male,21,66322,0
1904,Male,22,86042,0
1905,Male,47,61418,1
1906,Female,41,115699,1
1907,Male,20,105140,0
1908,Male,28,26781,0
1909,Female,21,132358,0
1910,Male,43,51133,0
1911,Female,44,112628,0
1912,Female,60,91946,1
1913,Female,44,100058,0
1914,Female,59,58129,1
1915,Female,23,23531,0
1916,Female,32,52038,0
1917,Female,47,102939,0
1918,Female,59,57674,0
1919,Male,54,142572,1
1920,Male,54,44831,1
1921,Male,59,72174,1
1922,Male,54,26279,1
1923,Female,52,75610,1
1924,Male,40,68051,1
1925,Female,23,71652,0
1926,Male,21,80524,0
1927,Male,35,21470,0
1928,Male,26,68473,0
1929,Female,46,59439,0
1930,Male,30,29308,0
1931,Female,34,106563,0
1932,Female,49,50081,1
1933,Male,39,24837,0
1934,Male,21,133128,0
1935,Male,22,127651,1
1936,Female,54,112624,1
1937,Male,58,45063,0
1938,Female,30,84453,1
1939,Female,51,117166,0
1940,Male,39,29506,0
1941,Male,40,128604,1
1942,Female,20,41026,0
1943,Female,59,67413,1
1944,Female,51,80066,1
1945,Male,49,65971,0
1946,Female,38,128978,1
1947,Male,38,65494,0
1948,Female,28,118864,1
1949,Female,56,147151,1
1950,Male,21,110386,0
1951,Female,18,101126,1
1952,Male,45,95863,0
1953,Male,41,93291,0
1954,Female,52,140659,1
1955,Male,30,22235,0
1956,Male,51,97733,0
1957,Female,28,77712,0
1958,Male,53,140849,1
1959,Male,34,94823,0
1960,Male,52,119215,1
1961,Female,35,47230,1
1962,Male,57,99573,1
1963,Female,39,55644,1
1964,Female,41,60203,0
1965,Male,36,81677,0
1966,Male,54,138246,1
1967,Male,56,99817,1
1968,Female,38,84806,1
1969,Male,25,57814,0
1970,Male,45,85219,0
1971,Male,22,110345,1
1972,Male,34,115088,1
1973,Male,54,84322,0
1974,Female,53,36650,1
1975,Female,36,109242,0
1976,Male,44,53196,1
1977,Male,51,44709,0
1978,Male,28,95428,1
1979,Male,29,24943,0
1980,Female,38,36042,0
1981,Male,28,58894,1
1982,Female,56,71759,0
1983,Female,45,120973,1
1984,Male,22,59306,0
1985,Female,34,123369,1
1986,Female,37,43379,0
1987,Female,58,135667,1
1988,Female,29,149034,1
1989,Male,23,132626,1
1990,Male,34,140180,1
1991,Female,36,67349,0
1992,Male,43,20730,0
1993,Male,49,34023,0
1994,Male,23,141796,0
1995,Male,53,96533,0
1996,Male,55,98286,1
1997,Female,28,56979,1
1998,Male,50,37837,1
1999,Male,41,119975,1
2000,Male,40,35923,1
